framenr,kanji,keyword,public,last_edited,story
922,粒,"grains",0,2012-07-08 11:44:23,"A sage is using *rice* to fill up a *vase*, but as an exercise in patience, he's doing it #grain# by #grain#."
923,粧,"cosmetics",0,2012-07-08 11:44:37,"*Condy Rice* is actually white, but she uses special cosmetics made from *dirt* she found in a *cave* to appear black - it's better for the political situation."
924,迷,"astray",0,2024-04-24 18:07:02,"If you go astray, just follow the *rice* (*{米}*) you dropped along the *road* to find your way back."
925,粋,"chic",0,2012-07-08 11:45:06,"In extremely chic restaurants, you have to pay 90 yen for a bowl of rice."
926,糧,"provisions",0,2017-10-07 04:19:58,"Japanese provisions are all the same: each is produced with *rice* (*{米}*) of an identical *quantity* (*{量}*)."
927,菊,"chrysanthemum",0,2020-10-10 16:57:49,"#Chrysanthemum# *flower* (*{艹}*) consists of many tiny petals, just like many *rice* (*{米}*) grains *bound up* (*{勹}*) together."
928,奥,"core",0,2012-07-09 15:45:26,"In the core of a nuclear reactor, scientists have discovered a way to get power from *rice*, by *pent*ing it in under high pressure.  It's very dangerous, so they've trained a *St. Bernard* to run things, he's adding more *drops* of rice as necessary."
929,数,"number",0,2012-10-24 01:21:32,"Sacks of *rice* are being hauled by *women* as a *taskmaster* watches, counting to learn his numbers."
930,楼,"watchtower",0,2012-07-09 15:47:05,"The young taskmaster (see {929}) uses a *tree* as a watchtower to get a better view of his *rice*-carrying *women*. ""I can seeeee you! One! Two! Three!"""
931,類,"sort",0,2012-07-10 16:25:58,"What sort of person comes from the U.S.? Well, some would say a person with a *big* *head*."
932,漆,"lacquer",0,2012-07-18 15:53:11,"Lacquer is a type of *watery* type of liquid used to protect items made from *trees*, sort of an *umbrella* of protection. Inside you can safely carry grains of *rice*."
933,様,"Esq.",0,2012-07-09 15:48:42,"Here we have the requirements to be counted among the ranks of the  noble Esq.  You must posses a *forested* estate, herds of *sheep*, and granary full of *grains of rice*"
934,求,"request",0,2012-07-09 15:49:32,"Enemy: ""Any final requests?"" // MacGyver: ""Just an *arrowhead* and some *grains of rice*."" (MacGyver then throws the *grains of rice* at the enemy and uses the *arrowhead* to cut his hands free from the rope.)"
935,球,"ball",0,2012-07-09 15:49:25,"Someone files a *request* to see the family *jewels* and, to their surprise,  you show them your balls!"
936,救,"salvation",0,2017-09-06 04:04:03,"Like in the biblical sense, someone looks skyward and makes a *request* (*{求}*) for salvation from this horrible *taskmaster*..."
937,竹,"bamboo",0,2012-07-09 15:50:04,"Since this is a really common kanji and so easy to remember on its own, I just remembered it by it's reading, which is たけ."
938,笑,"laugh",0,2012-07-09 15:50:25,"When the people tried to build a tower of *bamboo* to reach the *heavens*, the gods just #laughed# and #laughed#."
939,笠,"bamboo hat",0,2020-11-01 10:53:21,"The *bamboo* (⺮) *vase* (*{立}*) was beautifully crafted, but the tourist didn't know what it was and wore it as a little bamboo hat."
940,笹,"bamboo grass",0,2017-06-04 05:23:42,"The *bamboo* (*{竹}*) *generation* (*{世}*) smokes bamboo grass."
941,筋,"muscle",0,2012-07-13 12:34:30,"If you have enough muscle *power*, you can throw *bamboo* to the *moon*."
942,箱,"box",0,2012-07-14 17:03:13,"the best kind of BOX is made from *bamboo* sticks that are *inter*-laced to make it air tight. Just picture such a box and you've mastered this kanji."
943,筆,"writing brush",0,2012-07-09 15:51:24,"*Bamboo* is the best material from which to make a *brush* if you want it to be a writing brush."
944,筒,"cylinder",0,2012-07-13 12:35:08,"Seriously, all *bamboo* sticks look the *same*, just long CYLINDERS. Should the story be more complicated?"
945,等,"etc.",0,2024-03-14 20:17:54,"The *Bamboo* (⺮) *Buddhist Temple* (*{寺}*) has bamboo buddhas, bamboo buildings, bamboo benches, bamboo beds, bamboo bowls, etc. etc. etc."
946,算,"calculate",0,2023-07-12 04:25:13,"Before the time of digital #calculators#, people used old school #calculators# made of *bamboo* (abacus) (⺮). It's not as easy as a #calculator#, but you don't need any batteries either. All you need are your *eyes* (*{目}*) and your *two hands* (*{廾}*)."
947,答,"solution",0,2016-11-14 04:16:10,"The solution to this puzzle is, like the match stick game, to make the *bamboo* (*{竹}*) pieces *fit* (*{合}*) together."
948,策,"scheme",0,2015-01-13 16:05:11,"The temples in kyoto belt bamboo low around trees in a scheme to protect them from the huge number of tourists. (true story)-----------対策　　たいさく　　measure, countermeasure."
949,簿,"register",0,2012-07-09 15:53:06,"Note : the keyword is not a verb, think of a record book. This *acupuncturist* who uses *bamboo* in place of flowers to dilute *water* into his patients (see {227}), managed somehow to appear on the register of acupuncturists. Chances are, he won't stay on the register for long."
950,築,"fabricate",0,2012-07-09 15:53:30,"*Bamboo craft*ing is a *mediocre* substitute for *wood* when you are #build#ing or #fabricat#ing a house.  While it may look good and might attract a chick (ちく) or two, the kids'll (きず) just tear it to pieces as its not sturdy enough."
951,人,"person",0,2025-02-15 16:13:14,"Person!"
952,佐,"assistant",0,2012-07-15 16:44:22,"On your right is your ""right-hand man"" that you credit for all your success. On the *left* is your assistant who does all the grunt work and gets no credit for anything."
953,但,"however",0,2012-07-17 15:35:19,"However drunk *Mr. T* is when he comes back to his place, he always get up at *nightbreak*. “I pity da foo who gets up after *nightbreak*!”, says *Mr. T*."
954,住,"dwell",0,2022-12-22 17:45:40,"*Mr. T* (*{亻}*) dwells in a house fit for a *lord* (*{主}*).  As with all the bling, he has to keep up appearances, you know.  Now all the people on his street are just 'trying to keep up with the T's' (as opposed to 'keeping up with the Jones')."
955,位,"rank",0,2012-07-15 15:56:32,"*Mr T* ranks first position in the *stand-up* competition (doing knee flexions). Just picture him doing hundreds of these while the rest of the participants are already completely exhausted after a mere hundred."
956,仲,"go-between",0,2020-10-31 15:37:36,"When negotiating a hostage situation, *Mr. T* (*{亻}*) acted as the go-between, or *person* *in* (*{中}*) the middle, for law enforcement and the terrorist."
957,体,"body",0,2012-07-15 15:56:59,"*Mister T* works out his body (body-building), using two piles of *books* (i.e. an exercise that can be done at home with two chairs, similar to push-ups but working mostly the shoulders, trapezius and triceps)."
958,悠,"remote",0,2012-07-15 15:57:23,"*Mr. T* ventured out into a remote area to visit with his wise, old *taskmaster* who must use a *walking stick* to get around and originally gave *Mr. T* the *heart* to fight crime for the good of the community."
959,件,"affair",0,2012-07-15 15:57:37,"Note: this kanji refers to event or case.

Current Affair headline: *Mr. T* has affair with *cow*. ""It's only animal 'man' enough for me""."
960,仕,"attend",0,2020-11-01 16:42:39,"Back in the day, a *person* (*{亻}*) who stands beside a *samurai* (*{士}*) is usually #attend#ing to them or working for them."
961,他,"other",0,2012-07-15 15:57:56,"It's one or the #other#: fight *Mr. T*, or be thrown into the *scorpion* pit."
962,伏,"prostrated",0,2020-11-29 17:50:33,"Don't need a silly story for this one: #prostration# is when a *person* (*{亻}*) puts themselves in a low position like a *dog* (*{犬}*), as an extreme gesture of humility."
963,伝,"transmit",0,2012-07-15 16:17:51,"*Mr. T* transmits a message with *rising clouds* (smoke signals), to a nearby American Indian tribe. The smoke signals spell : ""I p-i-t-y y-o-u f-o-o !""."
964,仏,"Buddha",0,2021-08-07 16:15:01,"*Mr. T* says, ""I ain't afraid o' no foo! I'll give anyone an *elbow* (*{厶}*)to the face, I don't care if it's Buddha himself!"""
965,休,"rest",0,2012-07-15 16:18:22,"*Mr T* resting by a *tree*"
966,仮,"provisional",0,2012-07-15 16:18:37,"*Mr. T* is *anti* anything provisional. ""I pity da foo' who's so indecisive that he can't make nothin' permanent""."
967,伯,"chief",0,2012-08-21 02:01:23,"If *Mr. T* were *white* I am sure he would have been commander in chief of the USA, he's just the sort of clown Americans love to vote for. (NB: I tried with the indian chief motif but kept adding feathers by mistake)"
968,俗,"vulgar",0,2020-11-04 15:56:57,"*Mr. T* (*{亻}*) says, ""Don't be like them *valley* (*{谷}*) girls, always speaking vulgar language and acting all vulgar! They ain't nothing but foos!"""
969,信,"faith",0,2012-07-15 16:46:45,"*Mr. T* has faith in the *Word* of God. (Image: *Mr. T* kneeling and prayering in front of a bible. ""Pity me, fool."")."
970,佳,"excellent",0,2012-07-15 16:19:31,"*Mr T* wants to go to an excellent school, so he enrolls in Harvard, an *ivy*-league school."
971,依,"reliant",0,2015-08-21 06:37:41,"*Mr. T* is reliant (depends on) on his *garment* (*{衣}*) (the gold chains)."
972,例,"example",0,2015-02-01 13:06:44,"*Mr. T* sets an example to the kids and stays in the *file* (*{列}*) at the supermarket. “I pity da foo who does not follow my example !”"
973,個,"individual",0,2012-07-15 16:20:28,"This keyword gave me trouble, I could write the kanji from memory but could not remember the keyword the other way around. In such case the dictionary definition can be helpful : ""Middle English, single, indivisible"". Here we have *Mr. T.* who is so *hardened* (all the body workout he's had) that he became #in-dividual#, that is, in-divisible. ""I pity da foo who can be divided into smaller units."""
974,健,"healthy",0,2012-07-15 16:20:43,"*Mr. T* in a public service announcement yells, ""I'm #healthy# because every day I *build* a food pyramid, foo!"""
975,側,"side",0,2012-07-15 16:20:55,"*Mr. T rulezzz*! I am on his side!"
976,侍,"waiter",0,2012-07-15 16:21:06,"*Mr. T* infiltrates the secret samurai *Buddhist temple* as a #waiter# with a tray of green tea. (Careful: {960})."
977,停,"halt",0,2020-11-23 05:27:54,"""#Halt# fool"" - *Mr. T* (*{亻}*) acting as a bouncer at the *pavillion* (*{亭}*)."
978,値,"price",0,2017-08-02 04:41:03,"*Mr. T* (*person*) tells the used car salesman to tell him the real price *straight away* (*{直}*), and when he doesn't he throws him through the windshield."
979,倣,"emulate",0,2012-07-15 16:22:16,"*Mr. T* downloads an #emulat#or so that he can play his favorite game, Pokemon. He plays for a different reason, though - he hates to see them poor little foos in the ball so he spends his entire time *setting them free*."
980,倒,"overthrow",0,2020-11-14 15:38:49,"The A-Team are planning to overthrow the government. However, they can't do a damn thing until *Mr. T*'s (*{亻}*) *arrival* (*{到}*)."
981,偵,"spy",0,2023-09-26 13:14:05,"*Mr. T*  (*{亻}*) is a terrible #spy#. He walks around *upright* (*{貞}*). ""Why should I hide?! I've got nothing to be ashamed of!"""
982,僧,"Buddhist priest",0,2012-07-15 16:23:22,"*Mr. T* and the artist *formerly* known as Prince, who by the way is a buddhist, want to form a new heavy metal band. Instead of ""Judas Priest"" they will be called ""#Buddhist Priest#"""
983,億,"hundred million",0,2024-05-23 15:44:52,"*Mr. T* (*{亻}*) has a clear *idea* (*{意}*) of what he would do if he ever got hundred million dollars. (I guess it would be a enormous gold chain !)"
984,儀,"ceremony",0,2016-12-22 11:12:05,"*Mr. T* is the master of #ceremonies# because he is a  dude of *righteousness* (*{義}*)."
985,償,"reparation",0,2012-07-15 16:24:40,"*Mr. T* says, ""This ain't no *prize*, foo! This is #reparations# for slavery!"""
986,仙,"hermit",0,2012-07-15 16:25:03,"A hermit is a *person* who lives in the *mountains*."
987,催,"sponsor",0,2020-09-02 04:52:41,"And now a word from our sponsor.  We see *Mr. T* (*{亻}*), doing a sort of George Foreman thing, grilling *Mountain (*{山}*) Turkeys*.  ""I pity da foo who don't have a Mr. T grill!"""
988,仁,"humanity",0,2012-07-15 16:25:40,"Mr. T shows his humanity by giving *two* bucks to every homeless person he sees."
989,侮,"scorn",0,2012-07-15 16:25:48,"*Mr. T* has scorn for *every* fool."
990,使,"use",0,2020-10-21 07:34:45,"*Mr. T* #uses# the *officer* (*{吏}*) as a punching bag."
